id,class
3021,F
3023,F
3025,F
3027,F
3029,F
3031,F
3033,F
3035,F
3037,F
3039,F
3041,F
3043,F
3045,F
3047,F
3049,F
3051,F
3053,F
3055,F
3057,F
3059,F
3061,F
3063,F
3065,F
3067,F
3069,F
3071,F
3073,F
3075,F
3077,F
3079,F
3081,F
3083,F
3085,F
3087,F
3089,F
3091,F
3093,F
3095,F
3097,F
3099,F
3101,F
3103,F
3105,F
3107,F
3109,F
3111,F
3113,F
3115,F
3117,F
3119,F
3121,F
3123,F
3125,F
3127,F
3129,F
3131,F
3133,F
3135,F
3137,F
3139,F
3141,F
3143,F
3145,F
3147,F
3149,F
3151,F
3153,F
3155,F
3157,F
3159,F
3161,F
3163,F
3165,F
3167,F
3169,F
3171,F
3173,F
3175,F
3177,F
3179,F
3181,F
3183,F
3185,F
3187,F
3189,F
3191,F
3193,F
3195,F
3197,F
3199,F
3201,F
3203,F
3205,F
3207,F
3209,F
3211,F
3213,F
3215,F
3217,F
3219,F
3221,F
3223,F
3225,F
3227,F
3229,F
3231,F
3233,F
3235,F
3237,F
3239,F
3241,F
3243,F
3245,F
3247,F
3249,F
3251,F
3253,F
3255,F
3257,F
3259,F
3261,F
3263,F
3265,F
3267,F
3269,F
3271,F
3273,F
3275,F
3277,F
3279,F
3281,F
3283,F
3285,F
3287,F
3289,F
3291,F
3293,F
3295,F
3297,F
3299,F
3301,F
3303,F
3305,F
3307,F
3309,F
3311,F
3313,F
3315,F
3317,F
3319,F
3321,F
3323,F
3325,F
3327,F
3329,F
3331,F
3333,F
3335,F
3337,F
3339,F
3341,F
3343,F
3345,F
3347,F
3349,F
3351,F
3353,F
3355,F
3357,F
3359,F
3361,F
3363,F
3365,F
3367,F
3369,F
3371,F
3373,F
3375,F
3377,F
3379,F
3381,F
3383,F
3385,F
3387,F
3389,F
3391,F
3393,F
3395,F
3397,F
3399,F
3401,F
3403,F
3405,F
3407,F
3409,F
3411,F
3413,F
3415,F
3417,F
3419,F
3421,F
3423,F
3425,F
3427,F
3429,F
3431,F
3433,F
3435,F
3437,F
3439,F
3441,F
3443,F
3445,F
3447,F
3449,F
3451,F
3453,F
3455,F
3457,F
3459,F
3461,F
3463,F
3465,F
3467,F
3469,F
3471,F
3473,F
3475,F
3477,F
3479,F
3481,F
3483,F
3485,F
3487,F
3489,F
3491,F
3493,F
3495,F
3497,F
3499,F
3501,F
3503,F
3505,F
3507,F
3509,F
3511,F
3513,F
3515,F
3517,F
3519,F
3521,F
3523,F
3525,F
3527,F
3529,F
3531,F
3533,F
3535,F
3537,F
3539,F
3541,F
3543,F
3545,F
3547,F
3549,F
3551,F
3553,F
3555,F
3557,F
3559,F
3561,F
3563,F
3565,F
3567,F
3569,F
3571,F
3573,F
3575,F
3577,F
3579,F
3581,F
3583,F
3585,F
3587,F
3589,F
3591,F
3593,F
3595,F
3597,F
3599,F
3601,F
3603,F
3605,F
3607,F
3609,F
3611,F
3613,F
3615,F
3617,F
3619,F
3621,F
3623,F
3625,F
3627,F
3629,F
3631,F
3633,F
3635,F
3637,F
3639,F
3641,F
3643,F
3645,F
3647,F
3649,F
3651,F
3653,F
3655,F
3657,F
3659,F
3661,F
3663,F
3665,F
3667,F
3669,F
3671,F
3673,F
3675,F
3677,F
3679,F
3681,F
3683,F
3685,F
3687,F
3689,F
3691,F
3693,F
3695,F
3697,F
3699,F
3701,F
3703,F
3705,F
3707,F
3709,F
3711,F
3713,F
3715,F
3717,F
3719,F
3721,F
3723,F
3725,F
3727,F
3729,F
3731,F
3733,F
3735,F
3737,F
3739,F
3741,F
3743,F
3745,F
3747,F
3749,F
3751,F
3753,F
3755,F
3757,F
3759,F
3761,F
3763,F
3765,F
3767,F
3769,F
3771,F
3773,F
3775,F
3777,F
3779,F
3781,F
3783,F
3785,F
3787,F
3789,F
3791,F
3793,F
3795,F
3797,F
3799,F
3801,F
3803,F
3805,F
3807,F
3809,F
3811,F
3813,F
3815,F
3817,F
3819,F
3821,F
3823,F
3825,F
3827,F
3829,F
3831,F
3833,F
3835,F
3837,F
3839,F
3841,F
3843,F
3845,F
3847,F
3849,F
3851,F
3853,F
3855,F
3857,F
3859,F
3861,F
3863,F
3865,F
3867,F
3869,F
3871,F
3873,F
3875,F
3877,F
3879,F
3881,F
3883,F
3885,F
3887,F
3889,F
3891,F
3893,F
3895,F
3897,F
3899,F
3901,F
3903,F
3905,F
3907,F
3909,F
3911,F
3913,F
3915,F
3917,F
3919,F
3921,F
3923,F
3925,F
3927,F
3929,F
3931,F
3933,F
3935,F
3937,F
3939,F
3941,F
3943,F
3945,F
3947,F
3949,F
3951,F
3953,F
3955,F
3957,F
3959,F
3961,F
3963,F
3965,F
3967,F
3969,F
3971,F
3973,F
3975,F
3977,F
3979,F
3981,F
3983,F
3985,F
3987,F
3989,F
3991,F
3993,F
3995,F
3997,F
3999,F
4001,F
4003,F
4005,F
4007,F
4009,F
4011,F
4013,F
4015,F
4017,F
4019,F
4021,F
4023,F
4025,F
4027,F
4029,F
4031,F
4033,F
4035,F
4037,F
4039,F
4041,F
4043,F
4045,F
4047,F
4049,F
4051,F
4053,F
4055,F
4057,F
4059,F
4061,F
4063,F
4065,F
4067,F
4069,F
4071,F
4073,F
4075,F
4077,F
4079,F
4081,F
4083,F
4085,F
4087,F
4089,F
4091,F
4093,F
4095,F
4097,F
4099,F
4101,F
4103,F
4105,F
4107,F
4109,F
4111,F
4113,F
4115,F
4117,F
4119,F
4121,F
4123,F
4125,F
4127,F
4129,F
4131,F
4133,F
4135,F
4137,F
4139,F
4141,F
4143,F
4145,F
4147,F
4149,F
4151,F
4153,F
4155,F
4157,F
4159,F
4161,F
4163,F
4165,F
4167,F
4169,F
4171,F
4173,F
4175,F
4177,F
4179,F
4181,F
4183,F
4185,F
4187,F
4189,F
4191,F
4193,F
4195,F
4197,F
4199,F
4201,F
4203,F
4205,F
4207,F
4209,F
4211,F
4213,F
4215,F
4217,F
4219,F
4221,F
4223,F
4225,F
4227,F
4229,F
4231,F
4233,F
4235,F
4237,F
4239,F
4241,F
4243,F
4245,F
4247,F
4249,F
4251,F
4253,F
4255,F
4257,F
4259,F
4261,F
4263,F
4265,F
4267,F
4269,F
4271,F
4273,F
4275,F
4277,F
4279,F
4281,F
4283,F
4285,F
4287,F
4289,F
4291,F
4293,F
4295,F
4297,F
4299,F
4301,F
4303,F
4305,F
4307,F
4309,F
4311,F
4313,F
4315,F
4317,F
4319,F
4321,F
4323,F
4325,F
4327,F
4329,F
4331,F
4333,F
4335,F
4337,F
4339,F
4341,F
4343,F
4345,F
4347,F
4349,F
4351,F
4353,F
4355,F
4357,F
4359,F
4361,F
4363,F
4365,F
4367,F
4369,F
4371,F
4373,F
4375,F
4377,F
4379,F
4381,F
4383,F
4385,F
4387,F
4389,F
4391,F
4393,F
4395,F
4397,F
4399,F
4401,F
4403,F
4405,F
4407,F
4409,F
4411,F
4413,F
4415,F
4417,F
4419,F
4421,F
4423,F
4425,F
4427,F
4429,F
4431,F
4433,F
4435,F
4437,F
4439,F
4441,F
4443,F
4445,F
4447,F
4449,F
4451,F
4453,F
4455,F
4457,F
4459,F
4461,F
4463,F
4465,F
4467,F
4469,F
4471,F
4473,F
4475,F
4477,F
4479,F
4481,F
4483,F
4485,F
4487,F
4489,F
4491,F
4493,F
4495,F
4497,F
4499,F
4501,F
4503,F
4505,F
4507,F
4509,F
4511,F
4513,F
4515,F
4517,F
4519,F
4521,F
4523,F
4525,F
4527,F
4529,F
4531,F
4533,F
4535,F
4537,F
4539,F
4541,F
4543,F
4545,F
4547,F
4549,F
4551,F
4553,F
4555,F
4557,F
4559,F
4561,F
4563,F
4565,F
4567,F
4569,F
4571,F
4573,F
4575,F
4577,F
4579,F
4581,F
4583,F
4585,F
4587,F
4589,F
4591,F
4593,F
4595,F
4597,F
4599,F
4601,F
4603,F
4605,F
4607,F
4609,F
4611,F
4613,F
4615,F
4617,F
4619,F
4621,F
4623,F
4625,F
4627,F
4629,F
4631,F
4633,F
4635,F
4637,F
4639,F
4641,F
4643,F
4645,F
4647,F
4649,F
4651,F
4653,F
4655,F
4657,F
4659,F
4661,F
4663,F
4665,F
4667,F
4669,F
4671,F
4673,F
4675,F
4677,F
4679,F
4681,F
4683,F
4685,F
4687,F
4689,F
4691,F
4693,F
4695,F
4697,F
4699,F
4701,F
4703,F
4705,F
4707,F
4709,F
4711,F
4713,F
4715,F
4717,F
4719,F
4721,F
4723,F
4725,F
4727,F
4729,F
4731,F
4733,F
4735,F
4737,F
4739,F
4741,F
4743,F
4745,F
4747,F
4749,F
4751,F
4753,F
4755,F
4757,F
4759,F
4761,F
4763,F
4765,F
4767,F
4769,F
4771,F
4773,F
4775,F
4777,F
4779,F
4781,F
4783,F
4785,F
4787,F
4789,F
4791,F
4793,F
4795,F
4797,F
4799,F
4801,F
4803,F
4805,F
4807,F
4809,F
4811,F
4813,F
4815,F
4817,F
4819,F
4821,F
4823,F
4825,F
4827,F
4829,F
4831,F
4833,F
4835,F
4837,F
4839,F
4841,F
4843,F
4845,F
4847,F
4849,F
4851,F
4853,F
4855,F
4857,F
4859,F
4861,F
4863,F
4865,F
4867,F
4869,F
4871,F
4873,F
4875,F
4877,F
4879,F
4881,F
4883,F
4885,F
4887,F
4889,F
4891,F
4893,F
4895,F
4897,F
4899,F
4901,F
4903,F
4905,F
4907,F
4909,F
4911,F
4913,F
4915,F
4917,F
4919,F
4921,F
4923,F
4925,F
4927,F
4929,F
4931,F
4933,F
4935,F
4937,F
4939,F
4941,F
4943,F
4945,F
4947,F
4949,F
4951,F
4953,F
4955,F
4957,F
4959,F
4961,F
4963,F
4965,F
4967,F
4969,F
4971,F
4973,F
4975,F
4977,F
4979,F
4981,F
4983,F
4985,F
4987,F
4989,F
4991,F
4993,F
4995,F
4997,F
4999,F
5001,F
5003,F
5005,F
5007,F
5009,F
5011,F
5013,F
5015,F
5017,F
5019,F
5021,F
5023,F
5025,F
5027,F
5029,F
5031,F
5033,F
5035,F
5037,F
5039,F
5041,F
5043,F
5045,F
5047,F
5049,F
5051,F
5053,F
5055,F
5057,F
5059,F
5061,F
5063,F
5065,F
5067,F
5069,F
5071,F
5073,F
5075,F
5077,F
5079,F
5081,F
5083,F
5085,F
5087,F
5089,F
5091,F
5093,F
5095,F
5097,F
5099,F
5101,F
5103,F
5105,F
5107,F
5109,F
5111,F
5113,F
5115,F
5117,F
5119,F
5121,F
5123,F
5125,F
5127,F
5129,F
5131,F
5133,F
5135,F
5137,F
5139,F
5141,F
5143,F
5145,F
5147,F
5149,F
5151,F
5153,F
5155,F
5157,F
5159,F
5161,F
5163,F
5165,F
5167,F
5169,F
5171,F
5173,F
5175,F
5177,F
5179,F
5181,F
5183,F
5185,F
5187,F
5189,F
5191,F
5193,F
5195,F
5197,F
5199,F
5201,F
5203,F
5205,F
5207,F
5209,F
5211,F
5213,F
5215,F
5217,F
5219,F
5221,F
5223,F
5225,F
5227,F
5229,F
5231,F
5233,F
5235,F
5237,F
5239,F
5241,F
5243,F
5245,F
5247,F
5249,F
5251,F
5253,F
5255,F
5257,F
5259,F
5261,F
5263,F
5265,F
5267,F
5269,F
5271,F
5273,F
5275,F
5277,F
5279,F
5281,F
5283,F
5285,F
5287,F
5289,F
5291,F
5293,F
5295,F
5297,F
5299,F
5301,F
5303,F
5305,F
5307,F
5309,F
5311,F
5313,F
5315,F
5317,F
5319,F
5321,F
5323,F
5325,F
5327,F
5329,F
5331,F
5333,F
5335,F
5337,F
5339,F
5341,F
5343,F
5345,F
5347,F
5349,F
5351,F
5353,F
5355,F
5357,F
5359,F
5361,F
5363,F
5365,F
5367,F
5369,F
5371,F
5373,F
5375,F
5377,F
5379,F
5381,F
5383,F
5385,F
5387,F
5389,F
5391,F
5393,F
5395,F
5397,F
5399,F
5401,F
5403,F
5405,F
5407,F
5409,F
5411,F
5413,F
5415,F
5417,F
5419,F
5421,F
5423,F
5425,F
5427,F
5429,F
5431,F
5433,F
5435,F
5437,F
5439,F
5441,F
5443,F
5445,F
5447,F
5449,F
5451,F
5453,F
5455,F
5457,F
5459,F
5461,F
5463,F
5465,F
5467,F
5469,F
5471,F
5473,F
5475,F
5477,F
5479,F
5481,F
5483,F
5485,F
5487,F
5489,F
5491,F
5493,F
5495,F
5497,F
5499,F
5501,F
5503,F
5505,F
5507,F
5509,F
5511,F
5513,F
5515,F
5517,F
5519,F
5521,F
5523,F
5525,F
5527,F
5529,F
5531,F
5533,F
5535,F
5537,F
5539,F
5541,F
5543,F
5545,F
5547,F
5549,F
5551,F
5553,F
5555,F
5557,F
5559,F
5561,F
5563,F
5565,F
5567,F
5569,F
5571,F
5573,F
5575,F
5577,F
5579,F
5581,F
5583,F
5585,F
5587,F
5589,F
5591,F
5593,F
5595,F
5597,F
5599,F
5601,F
5603,F
5605,F
5607,F
5609,F
5611,F
5613,F
5615,F
5617,F
5619,F
5621,F
5623,F
5625,F
5627,F
5629,F
5631,F
5633,F
5635,F
5637,F
5639,F
5641,F
5643,F
5645,F
5647,F
5649,F
5651,F
5653,F
5655,F
5657,F
5659,F
5661,F
5663,F
5665,F
5667,F
5669,F
5671,F
5673,F
5675,F
5677,F
5679,F
5681,F
5683,F
5685,F
5687,F
5689,F
5691,F
5693,F
5695,F
5697,F
5699,F
5701,F
5703,F
5705,F
5707,F
5709,F
5711,F
5713,F
5715,F
5717,F
5719,F
5721,F
5723,F
5725,F
5727,F
5729,F
5731,F
5733,F
5735,F
5737,F
5739,F
5741,F
5743,F
5745,F
5747,F
5749,F
5751,F
5753,F
5755,F
5757,F
5759,F
5761,F
5763,F
5765,F
5767,F
5769,F
5771,F
5773,F
5775,F
5777,F
5779,F
5781,F
5783,F
5785,F
5787,F
5789,F
5791,F
5793,F
5795,F
